X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
2207,26,8,277,112,558,216,222,142,805,0
2008,93,42,150,89,162,244,140,0,466,0
2642,354,11,150,48,1273,201,220,157,769,0
2312,327,20,30,7,150,168,213,183,134,0
2148,358,24,60,18,942,175,187,143,631,0
2355,324,25,283,104,674,149,204,191,426,0
2180,84,29,42,26,810,246,177,39,853,0
2429,57,24,85,-2,807,228,181,72,874,0
2633,68,5,295,29,1865,225,230,139,765,0
2487,124,14,120,-35,1224,243,229,111,1566,0
2384,268,16,513,187,698,176,245,207,1593,0
2369,223,22,108,52,671,187,254,197,601,0
2320,33,25,297,18,902,206,176,93,212,0
2384,74,20,170,59,285,239,199,82,631,0
2487,17,25,60,28,1667,191,179,115,350,0
2495,71,23,67,26,942,238,188,69,845,0
2094,61,26,124,30,175,231,177,63,541,0
2114,333,29,95,71,134,140,188,180,949,0
2433,86,21,124,3,633,245,199,72,474,0
2396,118,20,134,28,417,249,218,88,1211,0
2351,329,30,362,164,1345,133,188,186,395,0
2457,172,31,256,61,272,223,236,121,874,0
2402,263,25,210,73,175,151,243,226,560,0
2254,350,31,60,39,350,149,171,150,1165,0
2217,64,25,0,0,1230,233,180,64,531,0
2657,212,19,216,50,2093,200,254,184,2563,0
2507,176,27,30,-1,2143,222,243,135,875,0
2408,184,28,90,48,424,214,245,146,1207,0
2638,233,20,150,10,3124,184,253,202,1442,0
2751,154,23,240,85,2147,240,234,110,2300,0
2652,195,24,42,13,2006,207,251,166,1988,0
2491,324,11,283,8,518,192,228,176,1550,0
2271,324,35,201,118,1195,113,180,194,721,0
2450,7,19,446,220,912,193,198,139,1008,0
2317,164,8,242,55,283,227,243,148,451,0
2608,147,17,306,73,1518,240,236,119,2188,0
2206,108,8,67,9,85,235,231,128,242,0
1999,1,34,108,70,150,153,158,126,600,0
2706,238,26,212,106,2951,165,251,215,1401,0
2211,334,24,242,50,631,157,200,178,573,0
2446,62,14,134,28,765,231,211,110,1153,0
2459,283,20,150,48,577,161,236,213,1693,0
2554,141,20,95,16,1235,245,230,104,1245,0
2151,261,35,150,67,1231,115,233,242,488,0
2287,355,30,150,90,1231,158,173,143,700,0
2323,174,15,150,48,666,228,246,146,794,0
2260,344,24,0,0,912,165,196,165,768,0
2262,49,36,216,130,1026,208,138,34,1530,0
2287,294,37,201,119,1226,94,203,235,658,0
2266,342,25,212,79,1176,159,193,167,324,0
2380,122,7,212,10,1216,233,234,134,722,0
2252,196,32,255,127,1110,194,246,164,537,1
2387,12,19,255,76,1396,196,197,133,362,0
2582,25,15,150,23,391,211,205,127,1034,0
2048,278,37,67,42,216,96,216,245,234,0
2332,341,30,201,150,1315,145,182,167,1167,0
2091,322,44,240,201,228,76,155,196,134,0
2068,275,38,134,69,335,93,216,247,541,0
2397,5,17,390,209,960,195,204,143,1182,0
2435,258,20,242,18,108,168,247,215,391,0
2598,116,16,228,28,1442,246,223,100,1100,0
2377,354,15,256,120,1358,194,213,156,1036,0
2581,173,19,443,123,2266,228,246,141,330,0
2510,309,20,301,96,127,163,223,199,716,0
2683,98,5,426,37,864,228,233,138,1165,0
2642,205,29,201,117,1677,190,251,179,242,0
1954,35,33,30,4,42,196,149,66,247,0
2470,169,29,190,84,212,227,237,120,902,0
2117,134,20,30,-6,690,247,226,98,730,0
2098,36,29,175,40,190,204,165,80,799,0
2056,288,17,85,15,745,172,237,204,677,0
2606,5,11,210,6,805,205,218,149,1221,0
2257,312,28,295,96,759,133,206,208,547,0
2404,264,18,210,65,85,173,246,210,598,0
2405,67,20,360,131,360,236,195,82,1015,0
1916,70,19,120,49,150,237,198,85,1015,0
2525,315,2,182,42,335,214,237,161,1668,0
2244,22,24,295,108,1279,198,182,111,700,0
2637,278,10,323,33,1895,191,242,190,735,0
2596,172,15,228,65,892,229,246,145,1387,0
2513,108,18,242,8,1120,248,215,88,1054,0
2622,206,26,306,166,1053,194,253,181,1092,0
2414,40,11,437,172,1537,221,216,128,690,0
2132,252,14,30,2,940,188,249,198,1438,1
2285,296,28,342,212,1409,129,218,223,841,0
2453,329,4,192,43,815,210,235,163,1146,0
2603,150,23,351,3,470,242,232,107,1084,0
2139,5,35,216,88,361,155,152,116,361,0
2678,132,12,180,66,1572,240,233,121,1261,0
2832,119,19,342,85,3128,248,220,92,1507,0
2019,122,25,30,10,300,252,212,72,342,0
2196,329,10,30,0,853,196,228,172,1445,1
2580,159,19,60,-19,1368,236,240,126,972,0
2274,119,17,192,91,1298,247,223,99,1008,1
2501,314,20,306,87,108,163,220,195,691,0
2704,108,5,268,20,872,228,234,141,360,0
2467,287,12,150,24,319,186,239,193,1968,0
2604,122,12,295,-13,1781,241,230,117,1987,0
1995,281,8,0,0,90,199,241,182,247,0
2504,213,30,242,78,2016,178,251,192,150,0
2072,189,27,150,56,591,210,248,156,361,0
2562,131,13,190,27,1374,241,232,119,2131,0
2046,141,36,60,27,488,245,204,54,391,0
2245,329,22,67,-20,859,160,207,183,404,0
2418,70,9,300,28,942,230,223,125,955,0
2151,328,22,0,0,1317,160,208,184,1218,1
2758,63,13,153,28,2502,231,214,113,2148,0
2185,53,24,170,21,459,225,181,76,926,0
2654,16,3,365,106,576,217,232,153,1284,0
2161,13,28,90,29,1020,181,170,115,1533,0
2246,340,34,60,25,1200,130,170,165,390,0
2307,311,20,30,9,552,164,222,197,366,0
2377,80,4,366,120,1190,225,232,142,1195,0
2633,255,35,42,27,2760,120,236,240,1087,0
2513,119,21,85,19,1101,251,216,83,594,0
2079,273,28,108,41,661,137,235,231,607,0
2138,27,18,30,7,1374,210,199,120,1362,1
2148,26,33,551,188,589,186,152,82,379,0
2654,80,7,424,36,1006,229,228,133,967,0
2450,187,23,30,-11,702,216,249,154,1018,0
2376,293,28,408,135,216,130,221,224,1718,0
2483,162,25,240,-66,1263,235,237,118,1448,0
2205,15,40,90,44,671,152,126,84,577,0
2022,189,20,30,4,467,217,251,160,454,0
2033,4,16,443,53,552,198,208,146,430,0
2060,312,21,170,50,216,158,219,199,755,0
2295,339,23,313,32,876,165,201,171,779,0
2073,67,17,0,0,451,234,204,96,722,1
2596,116,36,153,61,1008,254,181,22,582,0
2587,107,22,153,24,1482,251,207,72,1026,0
2440,103,17,85,15,618,246,216,93,1624,0
2308,72,15,30,9,382,236,209,101,797,0
2306,293,20,382,110,661,160,231,210,513,0
2163,148,28,90,27,313,243,225,90,497,0
2446,264,25,201,49,228,151,242,225,474,0
2348,258,16,379,-11,153,179,248,206,698,0
2592,166,23,42,15,1922,232,240,126,1370,0
2330,16,31,242,169,819,178,161,105,469,0
2364,302,8,0,0,534,199,237,177,1358,0
2747,112,18,402,113,2592,248,218,91,2121,0
2542,162,12,192,51,1019,232,243,141,1195,0
2077,336,30,537,94,638,141,185,174,420,0
2129,18,39,210,118,283,160,129,79,469,0
2582,247,12,437,60,2415,196,249,191,497,0
2601,205,9,300,56,2601,215,248,168,685,0
2482,141,26,277,107,297,247,223,87,1041,0
2651,184,24,90,44,1945,218,248,150,2713,0
2238,171,20,42,5,1460,230,245,138,603,1
2237,344,37,212,112,1077,123,158,157,1170,0
2413,114,17,30,9,819,247,220,95,1442,0
1969,301,41,67,68,95,81,188,230,256,0
2141,353,26,270,133,365,166,184,149,95,0
2463,4,17,600,221,1284,195,205,145,541,0
2234,357,33,67,37,1140,151,163,136,592,0
2659,99,14,212,55,404,242,220,104,272,0
2474,12,20,90,24,812,195,195,132,342,0
2522,338,28,30,13,1565,147,188,172,499,0
2637,167,30,242,116,2183,228,234,114,890,0
2261,359,29,60,34,1189,164,174,137,571,0
2574,177,20,0,0,1752,225,247,144,1282,0
2652,134,18,270,73,1570,246,229,104,1020,0
2580,90,5,175,-14,1361,227,232,139,1273,0
2410,110,26,228,88,295,253,200,57,808,0
2013,316,43,162,123,150,76,165,208,134,0
2415,104,27,180,78,361,253,194,50,834,0
2244,345,38,162,121,484,119,152,153,454,0
2649,89,18,283,92,2155,244,209,88,778,0
2849,123,8,582,119,2799,234,234,131,1842,0
2517,251,19,424,-82,511,174,250,211,1170,0
1997,44,17,30,4,240,222,200,108,666,0
2357,90,30,283,157,1543,249,177,34,182,0
2408,24,19,466,226,1018,206,195,120,1110,0
2350,115,20,124,28,134,250,217,86,646,0
2639,229,10,361,111,750,205,250,181,1442,0
2330,336,32,120,73,1559,133,179,174,916,0
2009,20,32,67,44,108,180,155,94,95,0
2657,102,21,300,73,1718,249,208,78,2536,0
2303,24,24,216,1,930,199,181,109,201,0
2310,156,27,283,-32,366,238,231,103,680,0
2409,72,6,234,5,547,227,228,136,853,0
2712,189,16,270,105,2032,219,250,160,2605,0
2676,56,11,277,39,1082,227,217,122,977,0
2107,242,24,0,0,1418,166,251,216,812,1
2069,100,17,30,4,547,246,215,93,150,1
2468,49,4,342,17,976,222,230,144,984,0
2503,139,15,30,-7,1333,242,234,117,787,0
2312,89,18,361,12,960,244,208,86,684,0
2374,92,32,295,167,1565,250,174,28,210,0
2439,266,15,366,227,1123,180,245,204,872,0
2531,99,17,247,84,537,246,215,92,949,0
2306,48,34,256,141,957,210,148,47,1451,0
2410,283,14,150,59,480,181,240,198,808,0
2222,333,18,0,0,845,177,215,175,323,0
2278,38,35,60,37,1445,197,142,55,990,0
2313,254,16,420,51,150,183,249,203,418,0
2357,356,28,228,19,1351,163,177,143,735,0
2298,340,26,67,22,1205,155,191,169,361,0
2540,264,38,433,-59,450,101,226,247,1092,0
2220,107,36,268,35,693,253,172,13,706,0
2122,301,26,85,49,600,140,219,214,242,0
2524,103,9,150,41,301,236,228,122,1674,0
2545,336,28,0,0,1513,147,190,175,566,0
2378,109,17,175,73,810,247,219,96,755,0
2268,33,22,60,33,1471,210,187,104,940,0
2234,7,30,162,99,1032,169,165,120,685,0
2135,326,28,256,131,300,141,197,190,532,0
2426,33,5,342,36,1082,219,229,147,1106,0
2645,131,17,201,47,2120,245,228,105,2554,0
2700,159,22,247,116,1747,237,237,118,1207,0
2554,128,3,474,32,993,224,237,149,1110,0
2282,18,18,90,39,722,203,199,128,543,0
1967,128,18,60,15,95,247,225,99,362,0
2750,334,7,361,70,1542,204,231,166,1979,0
2290,193,10,30,1,162,219,249,163,426,1
2175,33,32,228,98,300,195,152,72,666,0
2452,333,9,192,37,782,200,229,168,1189,0
2341,137,23,153,54,1187,248,224,90,990,0
2466,40,30,85,4,524,207,161,71,1062,0
2319,348,16,335,162,752,189,213,161,771,0
2542,356,22,335,55,825,179,194,148,1243,0
2387,340,20,192,84,319,173,206,169,300,0
2162,22,28,30,9,1262,190,168,100,1026,0
2513,5,12,216,65,1200,205,217,149,947,0
2109,356,26,247,101,351,167,183,145,150,0
2319,137,24,67,32,1366,248,223,88,853,0
2374,63,14,192,-12,684,232,211,109,702,0
2257,351,42,120,60,1530,113,134,135,966,0
2325,120,4,256,127,942,226,236,145,768,0
2136,41,5,0,0,955,220,229,145,641,1
2644,160,8,342,107,537,228,242,146,1524,0
2337,30,11,120,30,1090,216,215,133,1048,0
2367,69,20,182,57,351,237,196,82,636,0
2478,128,27,256,75,1195,252,211,68,1226,0
2543,146,17,124,-6,1436,241,236,119,1243,0
2512,203,21,30,-4,1756,204,253,176,450,0
2231,47,28,85,34,1561,217,168,69,849,0
2167,302,39,108,74,1339,89,191,227,942,0
2175,217,12,85,0,277,208,251,178,469,0
2383,136,14,247,96,1170,240,234,120,1061,0
2180,115,27,67,31,153,254,202,56,540,0
2398,147,19,256,55,541,242,235,114,649,0
2267,121,44,234,156,924,247,164,0,351,1
2433,157,16,270,90,633,236,241,130,631,0
2345,352,17,201,36,1357,189,209,157,430,0
2300,77,14,272,102,854,237,214,105,866,0
2334,298,11,474,249,1448,189,236,188,1024,0
2373,122,31,216,57,1116,254,198,46,850,0
2077,101,26,450,116,560,252,195,54,216,0
2432,108,15,95,21,685,244,222,103,1558,0
2204,26,32,108,60,1348,188,154,83,1318,0
2411,345,3,175,11,589,214,235,159,895,0
2242,53,5,0,0,872,223,229,142,454,0
1936,320,26,30,21,85,143,204,196,484,0
2612,347,13,469,53,624,196,219,162,850,0
2560,211,18,90,13,1345,202,254,182,1173,0
2681,127,2,127,25,1838,223,237,150,1774,0
2242,295,30,124,75,1167,121,215,226,552,0
2320,137,16,170,41,67,243,232,113,277,0
2374,270,22,150,45,153,158,241,220,618,0
2541,229,29,30,2,1211,165,251,211,503,0
2075,33,28,30,-8,437,203,168,86,696,0
2177,307,29,201,104,720,127,207,214,313,0
2499,22,16,247,71,938,208,205,130,1170,0
2177,336,20,42,15,1364,171,208,174,942,0
2422,113,33,335,194,1608,254,188,33,306,0
2291,134,15,124,29,201,243,232,114,258,0
2073,306,37,85,58,150,97,191,221,633,0
2625,0,20,108,41,1332,187,199,146,713,0
2619,20,11,400,119,2024,212,217,140,631,0
2308,40,32,42,32,1613,204,153,64,787,0
2130,358,14,30,-3,1315,198,214,153,420,1
2476,318,26,531,256,895,143,206,198,277,0
2049,115,36,324,144,335,254,181,22,785,0
2209,199,21,175,73,170,207,253,171,395,0
2297,238,14,150,35,277,195,251,192,379,0
2439,310,24,450,214,799,147,215,204,306,0
2611,76,8,67,7,1641,230,226,128,990,0
2132,97,28,30,21,443,251,187,44,742,0
2370,342,30,95,59,1291,144,179,165,932,0
2435,299,27,270,155,335,136,219,218,1767,0
2028,77,34,268,116,283,240,158,21,722,0
2370,283,33,124,90,366,112,220,238,1650,0
2633,222,7,182,-6,1084,211,247,172,849,0
2572,323,2,212,44,830,213,236,161,1333,0
2102,288,3,0,0,1350,211,239,166,888,1
2626,99,16,443,-13,716,244,217,97,607,0
2293,298,18,67,18,495,167,231,203,404,0
2574,77,28,443,170,1144,242,175,44,800,0
2307,309,29,324,-79,1036,131,208,211,1222,0
2428,206,21,485,121,365,202,254,179,882,0
2288,22,25,108,45,680,195,177,108,603,0
2641,59,3,420,103,924,221,233,148,953,0
2399,93,23,277,92,895,248,198,66,864,0
2298,5,31,300,145,1146,165,164,123,600,0
2410,138,6,524,95,598,229,238,143,1110,0
2556,166,10,319,104,666,229,244,147,997,0
2627,36,11,420,152,2106,219,216,131,551,0
2394,88,21,134,51,255,246,201,75,942,0
2739,233,47,306,111,3084,102,227,225,1531,0
2128,160,33,212,109,524,232,225,95,255,0
2194,128,28,127,58,1307,252,209,64,679,1
2133,322,11,0,0,1289,191,229,177,633,1
2563,194,11,190,28,1365,219,249,163,2064,0
2212,265,37,240,128,1273,106,227,245,573,0
2575,229,23,270,70,931,180,254,204,1492,0
2449,216,29,42,17,1158,177,252,196,1194,0
2393,108,11,430,106,1020,239,227,118,1015,0
2397,52,25,85,-3,1290,224,178,74,785,0
2230,319,18,319,112,558,172,221,188,510,0
2219,354,16,300,135,1189,192,211,155,582,0
2362,107,22,324,165,811,251,208,73,1531,1
2270,355,16,30,6,300,191,209,154,402,0
2535,80,7,60,9,437,230,228,131,1053,0
2691,68,9,390,22,768,229,223,126,351,0
2349,67,13,0,0,902,233,213,110,1476,1
2439,124,24,134,45,912,252,215,76,1024,0
2759,229,28,324,114,3242,167,252,210,1642,0
2479,294,11,201,71,571,189,237,189,1657,0
2383,16,8,426,141,1477,213,223,146,703,0
2137,268,26,162,93,201,145,239,228,918,0
2491,100,25,218,59,875,251,198,59,1299,0
2520,138,27,192,68,698,249,220,81,870,0
2158,186,31,182,139,418,208,243,146,218,0
2421,67,27,108,13,1524,235,175,54,458,0
2284,135,15,0,0,1480,242,233,116,735,0
2432,349,21,537,242,1318,176,199,159,488,0
2693,189,17,376,86,2218,219,250,160,2424,0
2392,126,17,108,49,488,246,227,104,511,0
2368,48,19,277,121,1260,224,196,99,1237,0
2213,281,21,240,129,1230,157,236,217,534,0
2234,326,23,212,62,1176,156,207,187,1116,0
2555,29,17,306,78,743,211,200,120,932,0
2268,175,44,150,70,883,201,217,102,904,0
2633,350,5,484,94,1590,210,231,159,1919,0
2518,251,17,150,44,666,181,250,205,1015,0
2746,144,19,256,98,2215,243,233,110,2322,0
2566,189,17,180,75,2012,218,251,160,849,0
2454,181,14,153,50,912,224,248,154,1276,0
2552,6,9,384,28,1061,209,222,151,1113,0
2441,14,16,492,251,997,203,205,136,1006,0
2420,178,23,60,15,1127,223,246,142,1107,0
2485,159,11,60,-6,1634,231,242,141,787,0
2478,313,15,180,15,60,178,227,189,433,0
2478,337,16,547,88,1224,182,215,171,537,0
2032,120,33,190,79,228,254,193,38,459,0
2239,65,32,402,162,459,231,160,38,618,0
2121,287,33,0,0,830,112,217,235,685,0
2762,328,8,488,82,1530,202,231,169,1871,0
2335,310,22,255,124,1050,153,218,202,67,0
2298,295,12,509,110,1323,185,237,192,1120,0
2088,317,40,283,204,277,89,173,207,42,0
2188,13,8,30,1,924,212,223,148,371,0
2201,337,9,0,0,774,200,228,166,1533,1
2417,127,25,134,57,805,252,214,74,1195,0
2563,160,13,551,103,607,233,242,138,799,0
2575,157,15,108,28,1504,235,241,132,834,0
2056,324,34,95,53,153,117,183,194,624,0
2470,198,26,153,63,1261,202,251,168,994,0
2378,229,4,469,153,566,213,244,168,1742,0
2134,79,26,170,82,1110,243,183,53,408,0
2431,198,13,30,-4,631,216,251,167,661,0
2652,134,31,503,244,484,250,208,60,1448,0
2407,73,26,361,200,1524,239,180,55,272,0
2358,71,18,60,18,95,237,202,89,871,0
2521,143,30,301,135,330,246,219,79,1024,0
2367,7,33,309,-43,819,162,156,116,1438,0
2446,338,3,210,11,960,214,235,160,1221,0
2126,295,23,108,61,630,148,226,215,240,0
2487,323,2,182,44,272,213,236,161,1803,0
2570,312,25,379,-29,934,145,213,204,1048,0
2567,243,19,480,71,732,178,251,208,1231,0
2549,357,15,362,101,1236,196,212,153,1090,0
2138,252,20,42,8,968,170,249,214,1410,1
2224,155,34,120,69,1557,237,221,85,124,0
2116,338,29,537,108,644,146,187,172,395,0
2260,118,21,124,39,553,250,217,84,1740,1
2280,63,24,216,100,1528,233,183,70,95,0
2077,304,27,67,13,764,137,215,214,664,0
2304,22,31,295,34,853,185,159,94,295,0
2035,262,20,30,5,459,167,246,215,591,0
2271,308,22,175,112,510,153,220,204,1487,0
2360,82,10,0,0,752,234,222,119,1173,1
2190,90,3,0,0,914,225,234,145,1380,1
2153,0,24,60,27,872,177,187,141,551,0
2370,281,32,134,80,342,115,223,238,1626,0
2344,72,19,120,68,1650,238,201,87,799,0
2282,28,33,192,132,1249,188,149,76,1348,0
2452,183,15,182,-48,1146,223,249,155,1450,0
2163,79,29,30,9,780,243,174,41,824,0
2479,171,27,268,95,283,227,240,126,912,0
2291,116,8,67,17,60,235,232,129,900,0
2568,347,17,480,81,870,185,210,161,1138,0
2067,49,33,240,58,330,213,152,49,335,0
2275,32,9,0,0,1441,218,221,138,541,1
2348,326,20,67,-13,417,168,214,184,937,0
2530,195,19,108,34,1106,212,252,166,1261,0
1980,321,10,153,89,150,194,230,176,551,0
2439,170,27,30,15,1015,228,240,127,757,0
2131,253,37,42,28,579,113,234,241,659,0
2412,5,20,0,0,437,191,198,141,957,0
2407,106,25,120,48,601,253,200,60,391,0
2376,302,17,60,28,376,171,230,199,872,0
2324,257,20,30,11,624,168,247,215,626,0
2479,16,15,247,123,618,206,207,136,816,0
2278,63,8,268,73,693,227,224,131,474,0
2075,302,25,175,72,228,143,219,213,703,0
2588,176,33,351,132,1020,217,236,125,1060,0
2324,64,10,420,177,1140,230,219,122,488,0
2513,104,25,0,0,1158,252,200,60,525,0
2398,90,9,212,24,540,235,225,121,841,0
2338,41,19,95,6,420,219,195,104,582,0
2214,304,23,150,33,1123,152,222,208,1207,0
2541,181,11,42,8,1110,224,247,155,1894,0
2512,352,12,234,64,1230,199,219,158,942,0
2497,227,30,60,22,1489,164,251,210,1154,0
2222,61,30,240,160,175,228,164,47,382,0
2421,47,9,190,40,859,223,220,131,541,0
2709,127,5,216,17,912,228,237,143,365,0
2546,95,27,330,152,979,250,190,50,824,0
2525,233,23,85,32,1003,176,253,207,685,0
2370,52,28,379,128,1199,222,169,64,860,0
2561,238,14,420,-38,824,193,251,194,1138,0
2091,51,23,306,49,350,224,184,82,631,0
2417,291,4,210,79,1243,208,239,169,808,0
2360,149,12,335,73,1025,236,239,131,1006,0
2723,197,21,192,102,2140,209,252,168,474,0
2284,70,6,216,56,690,226,229,137,532,0
2530,338,15,297,55,1291,185,217,170,1024,0
2294,285,26,362,92,1294,139,229,226,785,0
2100,303,25,60,32,631,141,218,213,180,0
2237,57,35,384,193,781,220,145,30,819,0
2573,182,19,242,66,1999,222,249,152,1771,0
2302,243,40,503,160,785,114,235,236,892,0
2358,307,12,459,233,864,187,233,186,1413,0
2080,62,8,0,0,765,227,223,130,134,1
2813,119,12,430,83,2614,240,229,117,2023,0
2435,302,15,108,10,551,177,232,194,1736,0
2550,141,18,175,41,1148,243,233,112,1682,0
2047,25,23,433,80,499,201,184,111,268,0
2350,24,35,285,60,745,179,145,80,430,0
2092,300,29,30,8,210,127,214,220,655,0
2550,182,23,90,38,2185,220,248,148,939,0
2596,306,14,330,109,825,179,231,192,1071,0
2399,119,28,127,58,335,254,203,57,819,0
2579,202,24,85,23,1342,201,253,175,1401,0
2548,74,13,182,79,1087,235,215,109,908,0
2782,137,12,319,52,2471,238,235,125,2163,0
2491,116,24,108,38,847,253,209,70,792,0
2609,219,17,300,62,1110,198,254,188,1019,0
2676,243,11,85,20,1878,199,249,187,1802,0
1978,314,25,108,63,162,144,211,203,469,0
2634,173,16,180,-14,1415,228,246,145,911,0
2539,39,3,342,56,124,220,232,149,1915,0
2413,114,22,120,19,485,251,213,78,930,0
2525,82,7,258,77,443,230,228,132,1008,0
2186,4,27,390,181,433,175,178,132,451,0
2584,185,8,524,114,680,222,246,158,738,0
2387,47,22,162,37,908,221,188,91,691,0
2684,124,5,228,0,1598,229,236,140,1265,0
2120,108,33,108,52,541,254,181,26,124,1
2044,149,35,67,35,301,240,214,72,331,0
2147,207,4,0,0,1181,217,244,163,953,1
2202,334,35,272,159,339,121,172,176,745,0
2103,30,29,210,155,295,197,163,85,417,0
2504,80,11,0,0,1307,234,221,118,779,0
2609,194,24,295,102,1991,208,251,165,1697,0
2380,288,34,150,80,319,108,214,236,1602,0
2344,47,12,0,0,824,224,214,123,1075,1
2318,23,26,124,61,1507,195,176,107,967,0
2097,223,30,30,9,1064,168,252,205,324,0
2362,114,22,365,165,661,251,213,78,1674,1
2666,131,17,297,26,872,245,229,106,532,0
2471,53,14,134,28,228,227,210,113,1829,0
2037,335,31,170,116,192,136,183,177,450,0
2633,8,7,351,86,1507,212,226,152,1756,0
2394,250,23,450,196,335,165,249,218,800,0
2268,206,14,67,15,404,210,252,174,497,0
2147,122,31,42,21,1221,254,199,48,576,1
2362,339,25,212,101,589,159,197,171,531,0
2332,288,35,182,125,255,103,212,237,1374,0
2635,136,21,648,227,618,247,226,96,1353,0
2563,205,9,182,88,1924,215,248,168,787,0
2205,294,16,360,203,480,174,234,200,153,0
2556,82,36,150,65,1557,242,154,10,932,0
2843,176,10,626,113,2795,226,246,152,1855,0
2386,92,26,67,11,700,250,189,51,1095,0
1994,57,14,85,15,306,229,210,111,450,0
2288,184,4,0,0,201,220,242,157,433,1
2594,190,32,42,17,2066,202,244,152,484,0
2552,67,12,0,0,1423,232,215,113,1170,0
2097,111,13,0,0,630,242,225,110,677,0
2280,101,11,0,0,1318,239,225,115,841,0
2400,184,12,255,33,1140,222,248,157,1533,0
2352,253,10,90,19,60,198,247,187,663,0
2463,214,19,30,-7,1215,198,254,186,591,0
2355,0,16,30,6,402,194,208,149,969,0
2423,334,17,361,218,1124,178,215,175,1036,0
2416,273,20,240,75,67,162,241,216,569,0
2309,5,20,67,9,755,191,198,141,594,0
2113,320,36,268,217,361,108,182,201,430,0
2268,344,41,120,70,1466,108,143,152,999,0
1937,81,30,30,6,60,244,173,0,426,0
2606,209,36,134,81,1718,170,245,186,300,0
2055,95,42,150,114,180,245,142,0,342,0
2313,306,30,150,78,1290,124,207,216,702,0
2604,131,21,180,22,1549,248,224,93,2486,0
2288,38,13,433,43,883,219,210,123,488,0
2188,341,33,150,72,1179,133,172,166,1084,0
2474,22,24,60,25,1697,198,181,110,324,0
2657,129,18,255,-6,1465,247,226,100,914,0
2148,348,33,192,107,234,141,168,153,782,0
2732,186,9,350,144,2723,222,247,158,1203,0
2297,63,28,212,100,1650,231,172,55,886,0
2393,143,24,120,29,408,246,226,94,1231,0
2363,136,27,60,17,150,249,218,78,708,0
2317,160,6,379,55,228,226,241,149,547,0
2436,155,25,162,57,190,239,233,107,924,0
2773,163,13,30,3,1177,232,243,139,1006,0
2551,188,31,335,95,990,206,244,150,1087,0
2086,64,27,182,131,218,233,176,58,95,0
2044,314,22,30,11,592,156,216,198,601,0
2428,166,19,553,158,722,233,243,133,926,0
2374,99,27,108,49,242,252,190,48,685,0
2478,294,21,541,248,830,156,230,212,331,0
2457,79,29,201,90,566,243,173,40,696,0
2558,136,13,60,8,1317,240,234,121,1289,0
2672,147,25,242,87,1890,244,228,98,2748,0
2812,159,19,604,178,2711,237,239,124,1956,0
2272,278,23,390,130,872,151,236,222,1006,0
2206,328,28,120,54,1087,141,195,187,750,0
2330,308,18,42,0,626,167,225,198,390,0
2357,15,3,467,164,1024,217,233,154,1382,0
2357,79,20,216,50,983,242,201,81,949,0
2513,40,34,297,106,1323,200,145,56,626,0
2700,127,18,170,58,2290,247,225,99,2406,0
2550,211,22,150,57,977,197,254,185,725,0
2529,315,7,362,46,180,202,235,172,1902,0
2176,307,26,424,165,485,141,215,210,514,0
2368,350,11,497,243,912,201,222,160,1426,0
2771,331,10,543,87,1549,197,228,170,1830,0
2264,8,24,90,-1,912,184,185,131,342,0
2636,100,12,297,100,513,239,224,113,1573,0
2227,346,23,0,0,1124,168,195,161,607,1
2231,323,41,67,0,1406,91,165,196,1032,0
2585,212,26,153,57,1034,189,253,188,1276,0
2533,182,23,67,26,1811,220,248,149,1652,0
2632,340,13,382,73,579,192,221,167,977,0
2274,281,11,309,64,750,189,241,192,671,0
2557,213,15,300,97,2274,205,253,180,404,0
2115,35,26,242,57,759,206,172,88,876,0
2395,77,16,30,8,716,238,210,98,849,0
2084,352,37,30,17,120,133,153,140,780,0
2537,204,17,60,9,1142,208,253,174,1396,0
2470,120,18,124,38,886,247,223,97,1283,0
2570,218,15,361,71,2530,202,253,184,666,0
2558,51,10,30,-15,1679,225,218,126,1273,0
2230,298,22,335,155,470,151,226,212,285,0
2528,120,16,90,-21,1358,246,225,103,1421,0
2303,353,6,0,0,957,210,230,158,900,1
2284,23,28,228,-6,900,192,170,101,242,0
2450,202,17,330,42,272,210,253,173,953,0
2401,195,19,153,31,1110,213,252,165,1661,0
2391,167,17,443,48,552,232,244,137,841,0
2514,198,24,67,18,1146,205,252,170,1276,0
2568,143,15,95,9,1442,240,235,120,2439,0
2435,19,19,319,110,1511,202,196,125,361,0
2313,248,40,513,-16,764,109,233,240,864,0
2587,140,17,60,8,1513,243,233,112,2598,0
2621,43,8,402,17,1943,222,222,136,693,0
2819,108,21,552,187,2580,250,210,78,1963,0
2126,99,32,540,165,631,252,178,29,309,0
2496,132,17,120,-37,1273,245,229,107,1544,0
2500,327,11,192,34,1263,193,228,174,878,0
2100,36,24,216,42,228,210,179,93,792,0
2686,118,19,228,52,2407,249,219,91,2312,0
2285,77,16,30,9,1473,239,209,96,582,0
2371,15,27,362,218,1087,184,172,114,1233,0
2305,297,14,153,67,743,181,235,194,607,0
2239,339,35,234,123,1138,127,169,168,1150,0
2295,34,37,390,217,616,188,135,56,319,0
2054,336,28,268,125,309,146,189,176,600,0
2260,344,26,30,12,1371,158,190,164,883,0
2366,66,12,424,172,932,232,215,114,1451,1
2205,41,10,30,6,750,221,218,131,1552,1
2313,346,19,162,85,277,179,205,162,1008,0
