X1,X2,X3,X4,X5,X6,X7
5.978,583,0.01,2.082,0,0.2,0
6.698,420,0.009,4.84,0,0.722,0
4.749,148,0.019,5.479,48.347,0.641,0
2.981,21,0.022,2.648,0,0.61,0
5.71,66,0.022,0,0,0,0
2.921,28,0.043,5.244,25.969,0.603,0
2.788,4,0.009,3.489,0,0.679,0
11.858,9,0.012,0,0,0,0
3.098,7,0.012,5.403,68.014,0.625,0
7.955,773,0.024,2.534,0,0.312,0
1.667,15,0.014,1.503,0,0.744,0
4.483,36,0.008,3.155,65.767,0.644,0
4.119,29,0.024,3.762,14.208,0.706,0
9.074,504,0.02,4.454,0,0.519,0
5.627,148,0.023,5.979,17.381,0.696,0
6.32,146,0.006,6.664,102.418,0.67,0
9.439,4,0.007,0,0,0,0
10.088,5,0.009,0,0,0,0
4.028,6,0.025,3.278,24.794,0.613,0
3.097,27,0.048,2.181,22.006,0.67,0
5.454,51,0.021,0,0,0,0
4.055,17,0.006,0,0,0,0
3.371,25,0.03,5.455,44.303,0.549,0
1.804,6,0.016,1.467,46.52,0.649,0
3.861,8,0.018,0,0,0,0
5.427,24,0.005,4.266,99.055,0.812,0
4.242,48,0.027,0,0,0,0
50.246,6,0.001,0,0,0,0
4.942,21,0.007,3.03,91.329,0.598,0
3.444,9,0.04,2.835,0,0.698,0
5.163,48,0.027,0,0,0,0
5.77,106,0.027,4.471,25.273,0.716,0
4.546,24,0.011,4.812,0,0.651,0
3.931,39,0.009,4.45,0,0.83,0
5.508,222,0.029,3.671,0,0.472,0
6.958,314,0.003,4.003,0,0.596,0
4.046,20,0.011,3.901,45.416,0.847,0
1.969,5,0.044,0,0,0,0
11.797,1148,0.002,0,0,0,0
2.518,8,0.008,0,0,0,0
10.808,232,0.008,3.79,31.547,0.571,0
6.906,276,0.016,3.567,19.971,0.653,0
4.501,153,0.037,3.256,29.751,0.556,0
4.878,15,0.008,3.767,0,0.686,0
5.82,78,0.011,3.821,41.22,0.713,0
5.375,76,0.008,4.42,0,0.66,0
11.215,244,0.014,5.483,0,0.611,0
6.613,247,0.01,3.413,0,0.577,0
10.826,804,0.007,4.795,57.218,0.491,0
6.132,4,0.006,2.031,0,0.321,0
5.177,5,0.003,0,0,0,0
4.325,25,0.004,4.431,0,0.705,0
6.598,10,0.015,5.224,0,0.747,0
5.763,4,0.008,0,0,0,0
5.609,51,0.02,4.277,18.579,0.828,0
10.971,4,0.014,0,0,0,0
3.8,35,0.01,0,0,0,0
4.828,65,0.031,3.042,18.536,0.717,0
3.211,24,0.01,0,0,0,0
4.107,20,0.011,5.34,0,0.65,0
8.181,4,0.01,0,0,0,0
7.086,221,0.002,5.32,0,0.642,0
4.96,38,0.015,6.475,0,0.637,0
6.707,77,0.013,0,0,0,0
9.605,225,0.009,4.237,0,0.626,0
1.829,6,0.019,4.049,55.46,0.498,0
4.968,89,0.038,2.812,17.747,0.645,0
5.485,24,0.011,3.93,31.148,0.795,0
5.594,22,0.005,0,0,0,0
0,7,0.171,0,0,0,0
8.994,164,0.003,0,0,0,0
2.792,44,0.01,2.519,0,0.607,0
8.708,477,0.028,4.936,14.832,0.575,0
4.198,20,0.006,0,0,0,0
5.563,21,0.019,0,0,0,0
5.856,281,0.021,4.903,24.273,0.595,0
39.421,6,0.001,0,0,0,0
9.11,243,0.011,5.28,0,0.674,0
3.696,70,0.043,5.997,14.718,0.612,0
4.723,73,0.042,2.847,0,0.493,0
4.742,12,0.015,3.394,0,0.589,0
5.317,63,0.003,2.125,0,0.672,0
9.831,419,0.019,5.424,22.202,0.657,0
4.402,66,0.028,0,0,0,0
4.407,15,0.017,3.386,0,0.831,0
4.532,50,0.018,3.681,24.189,0.632,0
4.236,43,0.014,2.989,0,0.695,0
1.419,4,0.036,2.493,15.349,0.625,0
7.351,111,0.01,5.65,0,0.61,0
19.312,4,0.001,0,0,0,0
6.853,65,0.029,6.403,0,0.555,0
8.076,292,0.011,5.415,0,0.837,0
4.595,28,0.009,4.851,37.302,0.622,0
5.715,195,0.011,0,0,0,0
4.495,5,0.009,0,0,0,0
3.417,4,0.016,3.374,0,0.822,0
4.975,58,0.017,4.833,27.584,0.708,0
5.26,101,0.025,1.344,0,0.527,0
3.165,49,0.017,4.215,38.729,0.501,0
5.097,61,0.02,3.257,0,0.775,0
4.72,51,0.013,0,0,0,0
5.797,107,0.009,3.965,0,0.667,0
4.083,52,0.02,3.12,0,0.76,0
13.316,4,0.007,0,0,0,0
15.204,609,0.013,4.835,15.337,0.487,0
4.724,55,0.007,4.602,0,0.747,0
4.036,30,0.039,3.928,0,0.838,0
7.117,118,0.004,4.605,0,0.609,0
3.258,5,0.009,4.4,51.75,0.538,0
6.094,385,0.013,3.771,0,0.655,0
8.464,205,0.007,5.388,60.058,0.742,0
3.491,4,0.005,3.709,0,0.606,0
2.03,10,0.06,2.643,18.119,0.517,0
10.271,312,0.009,4.303,0,0.566,0
13.301,990,0.009,0,0,0,0
2.981,13,0.027,3.475,0,0.531,0
4.868,29,0.005,0,0,0,0
3.264,38,0.068,0,0,0,0
3.163,9,0.007,0,0,0,0
3.134,34,0.065,4.781,19.742,0.603,0
6.877,299,0.02,2.723,0,0.608,0
7.174,7,0.003,0,0,0,0
11.132,978,0.008,0,0,0,0
4.462,8,0.007,0,0,0,0
15.126,1046,0.003,4.98,0,0.404,0
2.526,6,0.01,2.1,0,0.682,0
11.278,1130,0.007,0,0,0,0
3.972,8,0.02,4.285,0,0.84,0
4.066,35,0.007,4.22,135.991,0.674,0
4.452,30,0.007,3.619,0,0.567,0
3.835,45,0,3.36,0,0.418,0
3.343,8,0.008,3.93,0,0.776,0
4.354,29,0.034,2.148,0,0.739,0
4.2,27,0.005,4.311,129.839,0.72,0
9.25,403,0.009,4.997,0,0.613,0
4.592,60,0.01,3.293,0,0.64,0
3.194,5,0.009,3.771,0,0.729,0
4.459,136,0.049,4.051,0,0.606,0
4.108,24,0,2.082,0,0.558,0
5.517,31,0.009,6.155,58.447,0.788,0
3.016,7,0.021,3.232,24.001,0.667,0
7.445,192,0.01,4.607,0,0.684,0
4.453,23,0.008,2.695,0,0.471,0
3.941,43,0.018,3.054,0,0.67,0
5.219,39,0.019,3.091,0,0.627,0
8.522,5,0.005,0,0,0,0
5.456,34,0.012,4.505,81.129,0.652,0
4.057,146,0.062,3.928,0,0.65,0
6.877,98,0.013,3.116,0,0.635,0
9.52,1245,0.024,0,0,0,0
13.013,397,0.007,2.398,70.717,0.605,0
3.832,20,0.02,3.621,54.939,0.725,0
3.005,8,0.039,4.036,14.588,0.716,0
9.711,373,0.012,4.654,0,0.546,0
3.891,17,0.016,0,0,0,0
7.605,264,0.019,6.188,27.558,0.769,0
5.864,97,0.018,5.411,29.931,0.57,0
11.545,252,0.016,6.88,0,0.712,0
9.966,892,0.012,4.964,14.619,0.492,0
6.151,58,0.017,3.761,17.945,0.725,0
4.653,15,0.011,0,0,0,0
1.66,5,0.007,4.263,117.792,0.536,0
3.462,19,0.009,3.404,0,0.678,0
6.962,67,0.035,2.493,31.02,0.726,0
12.633,5,0.004,0,0,0,0
3.657,39,0.022,0,0,0,0
4.932,66,0.02,3.137,0,0.628,0
5.146,73,0.006,4.259,0,0.694,0
7.491,429,0.032,4.288,0,0.585,0
2.927,8,0.006,0,0,0,0
3.263,27,0.05,7.132,18.381,0.582,0
4.769,99,0.026,3.8,0,0.665,0
5.523,44,0.004,3.668,98.253,0.587,0
3.671,10,0.013,4.443,0,0.728,0
4.879,44,0.008,4.293,33.267,0.688,0
4.441,93,0.042,3.207,0,0.763,0
6.097,54,0.019,3.879,29.766,0.683,0
5.925,143,0.014,1.789,0,0.497,0
6.318,196,0.007,2.735,65.767,0.456,0
8.691,180,0.009,4.944,35.768,0.731,0
5.305,192,0.011,3.643,28.901,0.739,0
3.125,9,0.012,0,0,0,0
9.587,1146,0.009,0,0,0,0
7.933,715,0.012,5.745,0,0.492,0
6.268,69,0.009,4.657,33.043,0.69,0
4.972,87,0.034,3.879,29.766,0.702,0
4.455,55,0.04,0,0,0,0
4.795,27,0.009,3.921,0,0.818,0
1.14,9,0,0,0,0,0
14.352,1248,0.002,4.351,0,0.483,0
5.063,12,0.015,0,0,0,0
6.212,100,0.029,0,0,0,0
9.217,362,0.013,3.266,56.092,0.693,0
6.615,195,0.009,0,0,0,0
7.802,244,0.011,4.592,0,0.67,0
2.527,10,0.016,0,0,0,0
14.483,6,0.001,0,0,0,0
10.901,267,0.01,3.201,19.173,0.556,0
3.486,30,0.006,3.859,0,0.557,0
11.821,296,0.008,6.805,0,0.719,0
9.167,441,0.005,0,0,0,0
6.58,241,0.01,4.676,48.336,0.697,0
1.889,15,0.04,4.472,53.745,0.466,0
13.356,1222,0.002,4.05,79.847,0.408,0
7.907,168,0.01,5.06,0,0.601,0
4.911,29,0.039,2.955,0,0.843,0
1.859,10,0.042,3.073,0,0.605,0
4.286,71,0.027,2.731,0,0.691,0
7.953,129,0.011,4.814,35.431,0.691,0
2.411,30,0.028,4.265,31.37,0.68,0
3.644,7,0.023,0,0,0,0
13.331,606,0.008,6.535,0,0.539,0
5.647,33,0.014,3.335,54.096,0.711,0
2.641,5,0.005,2.185,0,0.772,0
7.161,1075,0.007,0,0,0,0
2.667,12,0.013,2.424,49.363,0.663,0
10.539,196,0.006,3.331,52.18,0.608,0
5.884,66,0.011,5.708,33.512,0.711,0
5.86,59,0.035,3.141,0,0.712,0
8.178,189,0.004,0,0,0,0
4.522,58,0.033,0,0,0,0
4.714,129,0.007,3.64,57.429,0.673,0
3.502,12,0.026,5.078,0,0.543,0
5.413,89,0.009,4.488,35.331,0.714,0
10.235,420,0.014,2.834,30.276,0.563,0
6.088,39,0.019,6.21,0,0.617,0
7.829,270,0.017,2.993,18.45,0.61,0
2.035,4,0.038,6.054,22.266,0.432,0
12.828,978,0.009,5.02,0,0.496,0
6.242,52,0.013,4.038,46.673,0.627,0
1.856,4,0.042,0,0,0,0
4.105,73,0.031,3.825,19.371,0.653,0
3.873,92,0.032,4.779,29.178,0.628,0
3.246,5,0.026,3.686,29.952,0.608,0
5.058,42,0.006,4.433,0,0.665,0
3.574,14,0.007,4.204,53.653,0.715,0
1.835,4,0.017,4.118,51.731,0.486,0
3.78,16,0.016,0,0,0,0
2.47,10,0.01,3.241,56.897,0.797,0
3.558,30,0.022,4.032,0,0.512,0
11.176,16,0.009,0,0,0,0
3.886,18,0.004,3.458,141.03,0.829,0
6.512,72,0.012,6.53,0,0.708,0
6.704,128,0.031,0,0,0,0
10.525,189,0.009,3.026,18.296,0.603,0
5.998,78,0.004,0,0,0,0
8.609,1237,0.006,3.485,0,0.616,0
4.296,24,0.009,2.989,0,0.623,0
5.153,16,0.02,0,0,0,0
7.947,265,0.006,0,0,0,0
2.184,10,0.033,1.598,22.498,0.601,0
6.149,4,0.007,0,0,0,0
4.543,57,0.004,4.155,0,0.448,0
1.61,5,0.089,3.932,0,0.442,0
7.115,193,0.018,2.827,41.884,0.614,0
5.47,105,0.02,4.544,0,0.711,0
6.385,4,0.014,5.224,0,0.715,0
7.149,67,0.029,7.405,24.448,0.724,0
1.605,5,0.086,0,0,0,0
2.078,7,0.019,3.302,0,0.505,0
5.576,223,0.016,0,0,0,0
13,1207,0.004,3.938,0,0.34,0
7.958,224,0.009,0,0,0,0
4.518,20,0.01,4.092,56.114,0.715,0
7.782,259,0.005,2.519,0,0.618,0
5.871,186,0.017,3.985,23.564,0.653,0
3,6,0.03,1.928,23.717,0.622,0
3.495,89,0.041,0,0,0,0
33.642,13,0.003,0,0,0,0
6.229,74,0.005,0,0,0,0
10.737,239,0.009,5.006,0,0.699,0
5.945,63,0.011,4.298,0,0.705,0
9.084,338,0.007,2.146,74.362,0.58,0
6.231,360,0.062,5.552,0,0.519,0
3.696,98,0.033,0,0,0,0
7.886,337,0.016,2.99,26.094,0.641,0
7.316,78,0.008,3.223,44.165,0.618,0
4.349,41,0.013,2.89,76.288,0.597,0
7.697,323,0.02,0,0,0,0
4.863,17,0.01,4.19,0,0.709,0
3.772,60,0.024,3.089,21.441,0.767,0
3.204,8,0.019,7.661,0,0.446,0
7.427,4,0.011,0,0,0,0
8.114,210,0.008,4.851,0,0.659,0
4.582,56,0.036,1.923,24.979,0.48,0
7.397,363,0.014,3.906,17.512,0.571,0
2.669,20,0.062,3.673,34.372,0.561,0
6.412,269,0.008,2.279,82.482,0.681,0
2.849,24,0.083,2.775,18.638,0.689,0
3.059,14,0.04,0,0,0,0
15.672,4,0.007,0,0,0,0
8.769,570,0.014,0,0,0,0
2.869,4,0.007,5.671,86.05,0.596,0
8.997,481,0.014,7.665,0,0.645,0
4.233,16,0.019,4.076,0,0.676,0
6.821,44,0.016,0,0,0,0
5.255,203,0.023,0,0,0,0
7.244,81,0.004,4.607,61.546,0.644,0
4.789,16,0.004,5.025,83.41,0.598,0
2.901,6,0.038,3.375,17.074,0.659,0
6.36,23,0.005,4.211,0,0.723,0
12.596,7,0.003,0,0,0,0
4.131,37,0.054,4.076,13.402,0.673,0
5.164,93,0.017,3.993,39.8,0.705,0
4.213,36,0.022,2.359,19.801,0.778,0
1.653,27,0.107,2.425,13.492,0.758,0
3.359,15,0.024,0,0,0,0
6.486,103,0.014,3.521,25.505,0.698,0
7.501,85,0.005,0,0,0,0
4.257,4,0.027,5.895,0,0.692,0
5.549,33,0.014,0,0,0,0
1.504,13,0.092,3.648,19.483,0.575,0
7.703,254,0.011,3.475,47.372,0.585,0
7.634,779,0.01,4.547,44.138,0.41,0
5.105,4,0.016,0,0,0,0
7.454,287,0.01,4.215,0,0.63,0
12.542,4,0.006,0,0,0,0
4.214,31,0.007,4.351,0,0.856,0
5.813,133,0.03,0,0,0,0
6.991,180,0.012,3.212,24.314,0.574,0
4.44,4,0.005,4.82,0,0.703,0
4.342,8,0.01,3.203,0,0.756,0
10.879,836,0.009,0,0,0,0
10.802,509,0.019,4.921,0,0.651,0
7.443,146,0.007,0,0,0,0
5.991,79,0.005,0,0,0,0
4.455,95,0.044,2.949,26.101,0.577,0
3.059,12,0.009,4.403,0,0.751,0
5.719,252,0.018,5.686,0,0.673,0
3.743,14,0.007,4.043,0,0.671,0
4.257,9,0.013,0,0,0,0
5.686,13,0.004,0,0,0,0
5.685,4,0.003,0,0,0,0
2.241,8,0.019,3.731,0,0.709,0
8.183,242,0.02,4.136,33.589,0.657,0
2.892,6,0.023,0,0,0,0
9.846,99,0.012,6.083,20.349,0.658,0
3.231,37,0.059,3.811,0,0.585,0
4.467,29,0.017,3.728,28.872,0.74,0
7.875,435,0.004,3.435,71.079,0.455,0
6.48,54,0.005,4.656,60.707,0.795,0
4.104,13,0.033,3.643,17.123,0.718,0
4.543,77,0.008,4.128,0,0.549,0
4.898,21,0.013,2.344,0,0.675,0
2.341,17,0.069,3.87,13.24,0.612,0
5.545,54,0.02,5.433,20.056,0.701,0
4.601,11,0.012,3.786,0,0.737,0
2.422,5,0.009,3.154,85.073,0.646,0
11.103,1047,0.003,5.62,42.97,0.42,0
4.256,5,0.026,3.627,18.446,0.716,0
5.54,17,0.014,5.143,0,0.658,0
1.855,9,0.026,3.361,39.011,0.512,0
7.144,45,0.009,3.637,0,0.651,0
6.423,92,0.024,3.965,0,0.713,0
3.576,4,0.026,4.27,0,0.768,0
4.799,31,0.046,5.821,0,0.76,0
8.862,266,0.025,4.111,0,0.747,0
8.622,395,0.017,4.705,0,0.648,0
2.932,56,0.064,4.14,0,0.719,0
3.807,30,0.003,0,0,0,0
6.438,52,0.004,2.896,0,0.598,0
4.362,64,0.011,2.648,76.065,0.698,0
3.548,50,0.086,1.129,0,0.689,0
52.177,10,0.001,0,0,0,0
4.743,31,0.021,3.676,0,0.693,0
4.131,10,0.008,3.761,0,0.785,0
5.467,35,0.022,4.615,0,0.595,0
4.411,9,0.021,4.924,44.292,0.855,1
5.146,7,0.014,5.335,61.934,0.751,1
7.831,38,0.005,5.754,0,0.803,1
8.347,577,0.035,0,0,0,1
6.173,83,0.002,6.476,145.02,0.798,1
4.372,12,0.006,6.248,139.242,0.755,1
8.922,31,0.004,6.574,148.857,0.79,1
1.952,5,0.057,4.702,12.55,0.702,1
8.253,17,0.005,6.352,91.458,0.779,1
9.084,110,0.015,13.75,54.653,0.721,1
7.941,23,0.007,11.67,85.063,0.747,1
12.21,57,0.004,5.578,89.124,0.587,1
4.529,6,0.006,6.075,108.624,0.753,1
4.382,22,0.01,5.29,61.934,0.86,1
8.962,25,0.006,6.4,70.052,0.751,1
16.532,141,0.006,7.233,0,0.626,1
34.308,84,0.003,13.288,61.706,0.609,1
11.168,84,0.001,6.089,246.013,0.724,1
1.559,4,0.007,9.151,429.101,0.541,1
16.484,51,0.006,8.066,37.62,0.561,1
8.9,62,0.006,11.67,85.063,0.745,1
2.565,6,0.029,4.924,44.292,0.748,1
29.229,255,0.005,13.75,56.575,0.767,1
5.527,31,0.01,5.335,59.577,0.845,1
5.864,38,0.006,5.07,52.261,0.929,1
4.341,7,0.008,3.589,53.002,0.772,0
2.817,21,0.013,4.311,121.306,0.693,0
11.261,565,0.01,0,0,0,0
4.948,9,0.004,5.153,147.289,0.905,0
2.965,4,0.01,5.21,0,0.628,0
9.904,284,0.012,0,0,0,0
8.396,324,0.006,4.976,64.674,0.567,0
4.167,21,0.018,3.078,29.587,0.738,0
5.619,228,0.03,2.567,45.248,0.579,0
8.087,196,0.005,6.205,102.418,0.713,0
2.703,15,0.033,0,0,0,0
4.432,6,0.005,0,0,0,0
5.596,40,0.011,0,0,0,0
4.133,4,0.027,0,0,0,0
5.175,125,0.018,5.859,37.192,0.769,0
3.777,9,0.006,4.149,0,0.372,0
6.821,192,0.013,4.364,0,0.653,0
7.387,318,0.01,3.948,0,0.603,0
3.277,25,0.017,6.822,0,0.567,0
4.804,4,0.007,0,0,0,0
3.033,6,0.015,0,0,0,0
6.486,72,0.005,4.296,0,0.471,0
4.483,13,0.01,5.708,33.512,0.671,0
3.2,10,0.019,4.948,25.031,0.567,0
5.024,29,0.012,0,0,0,0
5.824,243,0.029,8.483,0,0.705,0
1.713,6,0.019,3.249,0,0.625,0
5.224,76,0.02,2.222,25.177,0.699,0
11.705,142,0.01,3.526,0,0.561,0
13.013,511,0.006,3.938,44.533,0.551,0
5.716,206,0.03,0,0,0,0
4.333,174,0.011,1.548,0,0.519,0
4.75,23,0.01,2.944,0,0.691,0
7.567,400,0.022,4.705,11.153,0.675,0
3.433,4,0.021,0,0,0,0
9.485,756,0.011,3.871,0,0.528,0
3.313,46,0.047,5.282,10.519,0.648,0
4.231,12,0.006,0,0,0,0
12.732,321,0.009,5.065,29.875,0.588,0
15.303,512,0.01,6.397,23.658,0.647,0
4.859,65,0.017,3.371,26.244,0.719,0
5.418,107,0.024,4.653,21.176,0.671,0
2.547,89,0.066,0,0,0,0
4.341,16,0.036,0,0,0,0
6.721,39,0.013,4.429,15.868,0.701,0
5.55,191,0.005,6.344,67.759,0.664,0
3.469,36,0.009,2.936,87.841,0.701,0
6.899,91,0.039,2.709,13.171,0.683,0
10.37,1250,0.004,0,0,0,0
4.138,19,0.009,5.027,0,0.62,0
3.509,27,0.016,4.618,0,0.7,0
4.809,33,0.006,3.586,0,0.778,0
3.066,5,0.02,2.766,25.923,0.658,0
3.216,4,0.008,0,0,0,0
4.335,47,0.007,0,0,0,0
3.202,54,0.008,4.754,74.012,0.578,0
5.875,46,0.012,0,0,0,0
4.818,38,0.013,0,0,0,0
4.755,73,0.026,3.991,17.096,0.706,0
2.288,18,0.046,0,0,0,0
14.533,605,0.011,0,0,0,0
3.461,7,0.014,3.657,0,0.779,0
3.424,6,0,0,0,0,0
5.63,146,0.016,3.987,27.611,0.675,0
16.129,8,0.003,0,0,0,0
1.508,11,0.058,4.23,14.182,0.507,0
4.461,14,0.008,4.385,100.926,0.753,0
18.849,5,0.002,0,0,0,0
5.386,7,0.011,0,0,0,0
9.043,331,0.01,2.513,0,0.451,0
4.61,28,0.007,6.908,70.49,0.57,0
6.849,145,0.01,0,0,0,0
3.607,68,0.027,5.7,18.303,0.592,0
4.711,60,0.008,2.575,0,0.671,0
2.774,8,0.015,0,0,0,0
10.315,347,0.004,4.431,0,0.699,0
8.284,275,0.021,4.054,23.424,0.726,0
2.798,8,0.027,3.216,38.792,0.588,0
6.605,108,0.006,4.727,0,0.626,0
3.901,7,0.008,3.682,57.575,0.707,0
5.534,43,0.015,0,0,0,0
5.018,82,0.025,3.048,15.921,0.683,0
7.226,134,0.012,4.438,38.698,0.646,0
4.809,26,0.017,5.351,0,0.752,0
6.199,24,0.011,4.269,0,0.712,0
3.963,19,0.018,3.72,0,0.771,0
5.912,225,0.01,0,0,0,0
9.222,75,0.009,2.907,42.15,0.654,0
3.054,8,0.01,3.584,0,0.726,0
3.621,11,0.012,5.481,0,0.546,0
2.428,6,0.02,3.963,31.271,0.602,0
8.559,371,0.004,5.388,0,0.747,0
3.193,7,0.028,3.038,0,0.811,0
8.241,93,0.015,4.354,0,0.762,0
2.554,5,0.008,4.457,0,0.602,0
7.839,218,0.014,0,0,0,0
9.452,336,0.006,5.28,55.59,0.68,0
7.712,236,0.004,0,0,0,0
3.695,14,0.045,4.889,0,0.448,0
3.617,4,0.009,4.141,0,0.655,0
6.29,180,0.011,0,0,0,0
6.932,74,0.025,3.851,0,0.607,0
4.565,54,0.028,5.145,16.727,0.621,0
8.934,209,0.008,0,0,0,0
3.894,16,0.008,6.479,50.583,0.472,0
7.869,239,0.031,7.536,0,0.744,0
1.993,5,0.007,4.701,142.194,0.703,0
3.569,18,0.105,1.251,10.936,0.795,0
11.959,582,0.012,0,0,0,0
5.57,139,0.032,2.814,0,0.619,0
5.102,13,0.017,0,0,0,0
23.219,7,0.001,0,0,0,0
4.297,370,0.054,2.367,0,0.537,0
10.561,546,0.003,6.479,0,0.641,0
3.798,32,0.013,3.094,53.169,0.558,0
5.763,6,0.004,0,0,0,0
7.018,265,0.004,3.668,0,0.672,0
1.94,13,0.066,4.68,0,0.465,0
5.863,32,0.009,2.708,38.646,0.634,0
6.928,119,0.016,3.768,29.656,0.77,0
5.904,60,0.025,6.06,0,0.78,0
4.524,40,0.008,1.413,0,0.784,0
7.76,10,0.007,0,0,0,0
2.695,28,0.087,2.519,0,0.676,0
10.123,5,0.003,0,0,0,0
3.388,17,0.021,4.444,18.348,0.705,0
6.808,295,0.004,0,0,0,0
5.17,95,0.007,4.136,0,0.674,0
11.113,361,0.007,3.598,42.798,0.613,0
4.623,28,0.015,0,0,0,0
7.944,936,0.019,5.207,0,0.749,0
4.588,44,0.02,5.084,23.088,0.631,0
1.41,5,0.04,1.938,29.555,0.64,0
4.179,85,0.044,2.331,0,0.78,0
3.62,23,0.026,5.112,0,0.623,0
2.986,16,0.043,1.645,0,0.625,0
3.068,30,0.01,2.646,0,0.682,0
2.45,9,0.012,3.297,0,0.65,0
6.766,124,0.011,3.836,0,0.568,0
3.771,11,0.016,2.682,17.59,0.586,0
6.777,91,0.006,0,0,0,0
6.725,4,0.005,0,0,0,0
2.787,9,0.048,2.862,0,0.672,0
7.603,292,0.004,4.604,0,0.583,0
26.837,6,0.002,0,0,0,0
3.975,15,0.021,4.345,0,0.858,0
8.36,254,0.003,0,0,0,0
8.363,724,0.003,4.138,88.321,0.488,0
6.81,6,0.018,0,0,0,0
8.273,381,0.016,6.054,23.658,0.619,0
6.599,119,0.005,3.603,0,0.95,0
8.591,281,0.013,0,0,0,0
4.876,26,0.022,0,0,0,0
22.021,4,0.001,0,0,0,0
3.95,16,0.02,0,0,0,0
3.508,27,0.031,4.142,28.273,0.714,0
5.254,17,0.022,0,0,0,0
10.571,4,0.009,0,0,0,0
21.068,8,0.001,0,0,0,0
2.671,32,0.012,4.292,54.278,0.67,0
3.439,4,0.033,3.909,23.205,0.529,0
4.985,18,0.007,4.327,62.46,0.708,0
2.548,4,0.012,3.161,0,0.612,0
7.279,11,0.004,0,0,0,0
3.384,27,0.027,2.819,43.372,0.646,0
9.126,287,0.015,4.539,0,0.604,0
6.318,4,0.008,3.468,0,0.535,0
3.941,30,0.033,3.855,26.29,0.674,0
4.437,38,0.037,3.032,22.797,0.562,0
7.461,254,0.011,4.022,41.158,0.613,0
3.167,10,0.041,0,0,0,0
4.272,53,0.075,2.004,0,0.717,0
7.572,88,0.008,5.048,37.234,0.658,0
34.969,4,0.001,0,0,0,0
4.656,56,0.024,0,0,0,0
2.299,18,0.017,3.492,0,0.663,0
8.309,81,0.013,5.451,28.514,0.732,0
7.094,80,0.008,0,0,0,0
5.179,42,0.006,0,0,0,0
9.179,657,0.017,0,0,0,0
1.323,10,0.05,5.162,23.818,0.498,0
3.431,13,0.008,0,0,0,0
4.736,33,0.006,4.32,0,0.686,0
4.066,187,0.011,2.503,0,0.562,0
3.987,39,0.018,5.166,32.616,0.744,0
17.953,700,0.013,8.296,0,0.684,0
2.06,10,0.056,1.732,14.781,0.648,0
3.997,19,0.01,0,0,0,0
6.188,86,0.009,3.941,0,0.742,0
17.494,698,0.011,5.715,0,0.587,0
5.862,4,0.009,0,0,0,0
5.368,68,0.021,0,0,0,0
8.939,421,0.004,0,0,0,0
4.231,34,0.015,0,0,0,0
4.42,34,0.008,0,0,0,0
11.196,1242,0.004,0,0,0,0
1.772,18,0.021,4.989,35.497,0.44,0
8.144,318,0.011,3.618,50.405,0.606,0
1.782,5,0.021,1.805,44.877,0.631,0
10.816,5,0.001,0,0,0,0
4.668,103,0.027,3.662,0,0.755,0
7.35,140,0.013,3.922,0,0.753,0
6.724,196,0.01,3.239,77.323,0.743,0
11.726,5,0.01,0,0,0,0
8.164,4,0.002,0,0,0,0
10.727,321,0.006,0,0,0,0
5.887,212,0.077,3.883,11.083,0.399,0
11.957,753,0.012,0,0,0,0
1.367,6,0.012,3.857,0,0.614,0
3.481,16,0.013,3.223,0,0.659,0
14.802,4,0.002,0,0,0,0
3.309,58,0.012,1.422,38.173,0.846,0
6.832,32,0.008,5.166,32.616,0.725,0
2.918,9,0.011,0,0,0,0
4.086,46,0.005,0,0,0,0
9.309,112,0.005,0,0,0,0
4.045,10,0.009,3.857,0,0.749,0
4.889,77,0.019,3.289,18.096,0.643,0
10.29,363,0.015,4.873,0,0.562,0
7.752,4,0.01,0,0,0,0
3.444,6,0.014,3.842,29.805,0.583,0
5.295,39,0.01,3.648,28.798,0.737,0
5.708,65,0.024,3.563,0,0.776,0
6.443,232,0.007,0,0,0,0
10.961,228,0.018,0,0,0,0
1.805,13,0.062,1.99,14.78,0.554,0
7.409,223,0.005,5.912,0,0.671,0
4.007,33,0.007,3.879,65.534,0.624,0
9.763,665,0.005,0,0,0,0
3.615,7,0.019,4.014,27.832,0.747,0
8.541,371,0.014,4.659,0,0.638,0
2.956,5,0.022,4.37,0,0.571,0
6.413,6,0.006,3.335,90.445,0.662,0
3.987,143,0.041,1.78,0,0.589,0
11.456,1244,0.016,4.925,0,0.41,0
5.039,216,0.032,0,0,0,0
4.764,15,0.02,5.672,23.267,0.703,0
3.317,40,0.035,4.631,21.821,0.641,0
6.477,112,0.014,3.434,0,0.639,0
5.468,89,0.033,3.684,18.19,0.732,0
3.687,39,0.035,0,0,0,0
9.267,44,0.009,4.222,49.276,0.644,0
6.959,105,0.018,4.947,0,0.703,0
2.305,10,0.022,4.289,44.809,0.512,0
4.607,21,0.024,0,0,0,0
13.317,4,0.003,0,0,0,0
6.208,177,0.009,3.502,42.758,0.666,0
6.954,522,0.016,2.385,27.659,0.501,0
7.191,136,0.005,3.711,0,0.635,0
2.644,4,0.02,2.277,0,0.606,0
12.752,709,0.009,4.969,0,0.564,0
9.352,1134,0.074,3.018,0,0.281,0
3.089,34,0.051,2.832,0,0.793,0
5.806,112,0.032,3.603,16.637,0.674,0
8.668,4,0.011,0,0,0,0
